First Name,Last Name,Team Name,Team Nickname,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,TPE
Andrei,Svechnikov,Carolina,Hurricanes,11,16,0,0,0,0,0,1,1,17,17,17,16,16,14,6,15,18,17,17,17,9,17,14,10,15,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,1592
Martin,Necas,Carolina,Hurricanes,7,13,0,0,0,0,0,1,1,17,16,17,17,16,14,6,13,16,16,17,16,6,17,11,14,12,14,6,13,13,1,1,1,1,1,1,1,1,1,1,1,1309
Matt,Calvert,Colorado,Avalanche,11,15,0,0,0,0,0,1,1,14,14,14,14,14,14,15,13,15,14,15,15,6,14,15,10,14,15,8,14,15,1,1,1,1,1,1,1,1,1,1,1,1030
Ian,Cole,Colorado,Avalanche,15,17,0,0,0,0,0,1,1,13,12,16,13,15,16,10,9,11,14,13,6,14,12,16,7,14,16,16,14,16,1,1,1,1,1,1,1,1,1,1,1,1126
Erik,Johnson,Colorado,Avalanche,7,16,0,0,0,0,0,1,1,14,15,17,15,17,17,7,10,13,14,14,7,17,12,16,8,14,15,15,16,15,1,1,1,1,1,1,1,1,1,1,1,1284
Nazem,Kadri,Colorado,Avalanche,15,16,0,0,0,0,0,1,1,15,14,15,16,16,13,10,15,16,15,16,17,7,16,14,16,14,14,6,13,14,1,1,1,1,1,1,1,1,1,1,1,1344
Colin,Wilson,Colorado,Avalanche,5,15,0,0,0,0,0,1,1,14,12,15,13,14,16,6,14,14,14,15,15,6,14,15,13,12,12,7,14,16,1,1,1,1,1,1,1,1,1,1,1,953
Gabriel,Landeskog,Colorado,Avalanche,8,17,0,0,0,0,0,1,1,14,15,16,16,17,16,7,17,16,16,15,18,8,16,14,15,14,14,7,16,15,1,1,1,1,1,1,1,1,1,1,1,1545
Mark,Barberio,Colorado,Avalanche,8,15,0,0,0,0,0,1,1,13,11,14,13,15,14,10,9,11,14,14,6,15,12,16,8,12,16,14,14,18,1,1,1,1,1,1,1,1,1,1,1,964
Philipp,Grubauer,Colorado,Avalanche,7,1,0,0,0,0,0,15,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,16,16,15,14,16,14,16,15,17,938
Ryan,Graves,Colorado,Avalanche,11,15,0,0,0,0,0,1,1,13,13,15,14,15,16,8,10,11,13,14,8,16,12,14,7,15,14,15,15,14,1,1,1,1,1,1,1,1,1,1,1,954
Nathan,MacKinnon,Colorado,Avalanche,7,14,0,0,0,0,0,1,1,19,18,17,19,18,15,8,16,18,18,19,18,9,19,13,12,11,14,6,15,15,1,1,1,1,1,1,1,1,1,1,1,2092
Matt,Nieto,Colorado,Avalanche,6,15,0,0,0,0,0,1,1,15,15,14,13,15,13,6,12,12,14,15,14,7,14,15,11,12,16,8,15,15,1,1,1,1,1,1,1,1,1,1,1,931
J.T.,Compher,Colorado,Avalanche,7,14,0,0,0,0,0,1,1,16,15,15,16,15,13,7,12,14,14,15,15,8,14,14,13,12,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,999
Pavel,Francouz,Colorado,Avalanche,7,1,0,0,0,0,0,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,13,14,14,14,14,13,14,15,14,613
Joonas,Donskoi,Colorado,Avalanche,7,15,0,0,0,0,0,1,1,15,16,14,15,15,13,6,14,15,15,15,15,7,15,15,9,11,15,7,15,14,1,1,1,1,1,1,1,1,1,1,1,1033
Pierre-Édouard,Bellemare,Colorado,Avalanche,6,15,0,0,0,0,0,1,1,15,15,13,14,13,13,6,12,14,13,14,14,5,12,16,16,13,16,9,13,16,1,1,1,1,1,1,1,1,1,1,1,970
André,Burakovsky,Colorado,Avalanche,7,13,0,0,0,0,0,1,1,15,14,14,16,13,14,7,15,14,14,16,16,7,15,15,13,12,15,7,14,15,1,1,1,1,1,1,1,1,1,1,1,1043
Valeri,Nichushkin,Colorado,Avalanche,3,13,0,0,0,0,0,1,1,16,15,12,15,12,14,6,14,13,14,16,14,6,12,15,11,15,16,8,15,14,1,1,1,1,1,1,1,1,1,1,1,964
Nikita,Zadorov,Colorado,Avalanche,14,15,0,0,0,0,0,1,1,12,11,15,14,15,17,10,10,12,13,14,7,15,11,15,7,18,15,14,16,15,1,1,1,1,1,1,1,1,1,1,1,1111
Mikko,Rantanen,Colorado,Avalanche,9,14,0,0,0,0,0,1,1,16,16,18,16,18,16,6,17,16,18,18,18,8,19,14,13,11,15,7,15,15,1,1,1,1,1,1,1,1,1,1,1,1840
Vladislav,Kamenev,Colorado,Avalanche,8,14,0,0,0,0,0,1,1,15,15,14,14,13,14,6,14,13,14,16,14,7,13,13,14,14,13,7,13,10,1,1,1,1,1,1,1,1,1,1,1,846
Tyson,Jost,Colorado,Avalanche,7,15,0,0,0,0,0,1,1,16,16,14,15,15,13,6,13,15,14,16,15,8,14,14,10,12,14,7,12,13,1,1,1,1,1,1,1,1,1,1,1,970
Cale,Makar,Colorado,Avalanche,7,15,0,0,0,0,0,1,1,18,18,17,17,18,14,6,8,16,18,17,10,18,17,15,6,11,15,11,14,16,1,1,1,1,1,1,1,1,1,1,1,1713
Samuel,Girard,Colorado,Avalanche,3,14,0,0,0,0,0,1,1,16,16,15,16,16,11,3,8,12,16,17,6,16,13,15,8,12,15,12,14,14,1,1,1,1,1,1,1,1,1,1,1,1090
Jason,Demers,Arizona,Coyotes,7,14,0,0,0,0,0,1,1,13,14,15,14,16,15,7,9,11,14,14,7,16,11,17,7,13,16,12,15,18,1,1,1,1,1,1,1,1,1,1,1,1080
Oliver,Ekman Larsson,Arizona,Coyotes,7,14,0,0,0,0,0,1,1,16,17,16,16,17,15,6,9,13,14,16,9,18,14,13,7,14,16,10,16,15,1,1,1,1,1,1,1,1,1,1,1,1302
Alex,Goligoski,Arizona,Coyotes,7,15,0,0,0,0,0,1,1,16,16,15,15,17,12,6,8,11,15,16,7,15,15,14,8,14,16,15,15,16,1,1,1,1,1,1,1,1,1,1,1,1190
Michael,Grabner,Arizona,Coyotes,6,11,0,0,0,0,0,1,1,17,14,12,18,13,12,6,12,16,13,16,18,7,15,13,12,12,15,7,12,16,1,1,1,1,1,1,1,1,1,1,1,1110
Taylor,Hall,Arizona,Coyotes,7,15,0,0,0,0,0,1,1,19,16,15,18,17,15,6,15,17,18,18,18,8,18,15,13,12,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,1794
Niklas,Hjalmarsson,Arizona,Coyotes,7,14,0,0,0,0,0,1,1,12,12,16,13,16,15,6,8,10,13,13,5,14,10,20,6,11,18,17,18,17,1,1,1,1,1,1,1,1,1,1,1,1280
Phil,Kessel,Arizona,Coyotes,7,14,0,0,0,0,0,1,1,17,15,15,16,17,13,6,14,17,19,17,16,8,18,11,10,10,13,6,14,13,1,1,1,1,1,1,1,1,1,1,1,1373
Brad,Richardson,Arizona,Coyotes,8,15,0,0,0,0,0,1,1,13,13,12,13,13,14,9,15,14,13,12,15,6,13,16,16,13,17,8,15,16,1,1,1,1,1,1,1,1,1,1,1,1002
Derek,Stepan,Arizona,Coyotes,6,14,0,0,0,0,0,1,1,13,15,15,14,17,13,6,14,16,16,16,15,6,15,14,13,12,16,7,15,15,1,1,1,1,1,1,1,1,1,1,1,1145
Darcy,Kuemper,Arizona,Coyotes,11,1,0,0,0,0,0,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,16,15,16,14,15,16,15,13,15,902
Vinnie,Hinostroza,Arizona,Coyotes,6,14,0,0,0,0,0,1,1,15,15,15,14,15,13,8,12,15,15,15,15,7,15,14,10,12,13,7,14,15,1,1,1,1,1,1,1,1,1,1,1,940
Nick,Schmaltz,Arizona,Coyotes,6,14,0,0,0,0,0,1,1,16,16,15,16,16,13,6,14,13,16,16,16,8,15,13,11,10,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,1114
Antti,Raanta,Arizona,Coyotes,7,1,0,0,0,0,0,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,16,16,15,14,14,16,16,15,17,978
Carl,Söderberg,Arizona,Coyotes,7,14,0,0,0,0,0,1,1,14,13,14,14,14,16,6,16,15,15,14,15,7,15,15,13,13,15,8,16,16,1,1,1,1,1,1,1,1,1,1,1,1107
Jordan,Oesterle,Arizona,Coyotes,5,12,0,0,0,0,0,1,1,14,13,14,13,15,12,6,8,12,14,15,7,15,12,15,7,12,14,15,15,14,1,1,1,1,1,1,1,1,1,1,1,800
Conor,Garland,Arizona,Coyotes,7,14,0,0,0,0,0,1,1,15,16,14,15,15,12,6,13,18,14,16,16,6,15,13,12,12,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,1040
Lawson,Crouse,Arizona,Coyotes,12,16,0,0,0,0,0,1,1,13,12,14,15,14,16,12,16,15,14,14,15,7,13,15,9,19,16,8,14,13,1,1,1,1,1,1,1,1,1,1,1,1203
Christian,Fischer,Arizona,Coyotes,8,13,0,0,0,0,0,1,1,14,13,15,14,14,15,6,14,15,14,14,15,7,14,15,8,15,14,7,14,14,1,1,1,1,1,1,1,1,1,1,1,919
Christian,Dvorak,Arizona,Coyotes,7,14,0,0,0,0,0,1,1,15,16,15,16,15,13,6,13,14,15,16,15,7,14,12,16,13,15,7,12,15,1,1,1,1,1,1,1,1,1,1,1,1074
Jakob,Chychrun,Arizona,Coyotes,7,16,0,0,0,0,0,1,1,13,14,16,14,15,16,7,8,14,14,14,7,16,12,16,8,13,14,14,15,14,1,1,1,1,1,1,1,1,1,1,1,1037
Clayton,Keller,Arizona,Coyotes,7,15,0,0,0,0,0,1,1,17,18,16,17,16,12,6,12,16,16,18,16,7,16,12,10,10,14,6,13,12,1,1,1,1,1,1,1,1,1,1,1,1315
Barrett,Hayton,Arizona,Coyotes,11,16,0,0,0,0,0,1,1,16,15,14,16,15,14,6,14,15,16,15,15,6,15,14,14,13,14,7,11,15,1,1,1,1,1,1,1,1,1,1,1,1132
Marian,Hossa,Arizona,Coyotes,5,12,0,0,0,0,0,1,1,13,12,14,13,12,15,6,13,15,15,16,15,7,16,15,11,12,15,7,16,16,1,1,1,1,1,1,1,1,1,1,1,980
Mario,Ferraro,San Jose,Sharks,9,13,0,0,0,0,0,1,1,14,15,13,14,14,12,7,8,11,15,15,6,15,13,13,6,14,15,14,14,15,1,1,1,1,1,1,1,1,1,1,1,836
Brent,Burns,San Jose,Sharks,8,16,0,0,0,0,0,1,1,15,16,19,17,19,17,6,10,14,18,19,9,18,17,14,10,12,14,11,14,15,1,1,1,1,1,1,1,1,1,1,1,1775
Logan,Couture,San Jose,Sharks,6,14,0,0,0,0,0,1,1,13,15,15,14,17,14,5,14,17,17,17,17,8,17,14,13,11,14,8,15,15,1,1,1,1,1,1,1,1,1,1,1,1291
Evander,Kane,San Jose,Sharks,19,15,0,0,0,0,0,1,1,14,16,18,16,17,16,12,17,18,15,16,17,7,16,15,11,15,13,7,12,13,1,1,1,1,1,1,1,1,1,1,1,1694
Erik,Karlsson,San Jose,Sharks,8,15,0,0,0,0,0,1,1,17,18,17,18,19,13,6,9,12,19,21,7,19,17,15,8,11,16,12,14,16,1,1,1,1,1,1,1,1,1,1,1,1946
Patrick,Marleau,San Jose,Sharks,7,14,0,0,0,0,0,1,1,13,13,15,14,14,15,6,15,14,14,15,15,7,14,13,15,12,14,6,14,15,1,1,1,1,1,1,1,1,1,1,1,936
Joe,Thornton,San Jose,Sharks,7,14,0,0,0,0,0,1,1,11,13,15,13,14,16,10,15,13,16,15,14,4,15,13,16,11,14,6,14,15,1,1,1,1,1,1,1,1,1,1,1,980
Marc-Edouard,Vlasic,San Jose,Sharks,5,15,0,0,0,0,0,1,1,15,14,16,14,17,14,6,9,11,13,15,8,15,13,16,8,11,16,15,16,18,1,1,1,1,1,1,1,1,1,1,1,1174
Brenden,Dillon,San Jose,Sharks,13,15,0,0,0,0,0,1,1,12,13,16,14,15,17,9,10,10,14,13,6,14,11,17,6,17,15,14,17,17,1,1,1,1,1,1,1,1,1,1,1,1187
Martin,Jones,San Jose,Sharks,8,1,0,0,0,0,0,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,15,15,15,15,14,14,14,14,15,770
Barclay,Goodrow,San Jose,Sharks,16,16,0,0,0,0,0,1,1,13,12,11,14,15,15,16,15,13,14,13,13,6,13,18,17,16,15,8,14,15,1,1,1,1,1,1,1,1,1,1,1,1268
Stefan,Noesen,San Jose,Sharks,12,15,0,0,0,0,0,1,1,13,13,15,13,14,14,9,15,14,13,14,15,6,13,14,10,16,12,7,12,13,1,1,1,1,1,1,1,1,1,1,1,854
Kevin,Labanc,San Jose,Sharks,9,14,0,0,0,0,0,1,1,16,16,14,15,16,13,6,14,15,17,16,15,6,16,13,10,12,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,1139
Aaron,Dell,San Jose,Sharks,7,1,0,0,0,0,0,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,13,12,14,15,15,15,14,14,14,14,635
Tomás,Hertl,San Jose,Sharks,7,14,0,0,0,0,0,1,1,15,16,17,14,17,15,6,16,16,16,17,17,8,16,14,15,12,14,8,15,14,1,1,1,1,1,1,1,1,1,1,1,1401
Melker,Karlsson,San Jose,Sharks,8,13,0,0,0,0,0,1,1,15,15,14,14,14,13,6,14,12,13,14,15,6,13,14,15,13,14,9,13,15,1,1,1,1,1,1,1,1,1,1,1,867
Marcus,Sörensen,San Jose,Sharks,7,15,0,0,0,0,0,1,1,14,15,13,14,14,14,8,14,15,14,14,16,8,14,14,10,14,13,7,15,14,1,1,1,1,1,1,1,1,1,1,1,939
Tim,Heed,San Jose,Sharks,7,13,0,0,0,0,0,1,1,15,15,12,15,14,13,6,8,13,15,16,8,16,14,15,6,11,14,14,13,15,1,1,1,1,1,1,1,1,1,1,1,914
Timo,Meier,San Jose,Sharks,9,15,0,0,0,0,0,1,1,16,15,16,15,16,15,7,14,18,15,14,17,7,16,14,12,13,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,1287
Dylan,Gambrell,San Jose,Sharks,7,12,0,0,0,0,0,1,1,14,13,14,15,14,13,7,12,15,14,15,15,7,15,12,15,14,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,839
Craig,Anderson,Ottawa,Senators,8,1,0,0,0,0,0,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,14,14,14,15,14,15,15,15,735
Artem,Anisimov,Ottawa,Senators,6,12,0,0,0,0,0,1,1,14,12,15,14,16,15,5,15,14,15,16,15,8,14,13,12,10,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,950
Mikkel,Boedker,Ottawa,Senators,6,13,0,0,0,0,0,1,1,18,17,13,16,14,12,6,13,14,15,14,15,5,15,13,10,12,14,7,15,13,1,1,1,1,1,1,1,1,1,1,1,1010
Ryan,Callahan,Ottawa,Senators,8,15,0,0,0,0,0,1,1,13,13,12,13,13,14,7,14,15,14,14,14,5,14,15,10,16,15,8,13,15,1,1,1,1,1,1,1,1,1,1,1,884
Tyler,Ennis,Ottawa,Senators,6,14,0,0,0,0,0,1,1,15,14,13,15,13,11,6,11,16,14,16,16,7,15,15,10,13,14,7,11,14,1,1,1,1,1,1,1,1,1,1,1,905
Marian,Gaborik,Ottawa,Senators,7,11,0,0,0,0,0,1,1,14,14,15,15,13,13,6,12,15,13,16,15,8,15,14,10,11,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,821
Ron,Hainsey,Ottawa,Senators,6,15,0,0,0,0,0,1,1,13,14,15,13,15,15,7,9,11,14,14,6,14,12,14,6,13,15,15,15,15,1,1,1,1,1,1,1,1,1,1,1,878
Clarke,MacArthur,Ottawa,Senators,8,14,0,0,0,0,0,1,1,12,14,13,13,11,14,6,14,14,14,14,16,7,15,14,10,12,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,799
Bobby,Ryan,Ottawa,Senators,7,13,0,0,0,0,0,1,1,12,12,15,14,14,15,7,15,15,15,16,15,7,15,14,10,13,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,936
Mark,Borowiecki,Ottawa,Senators,14,17,0,0,0,0,0,1,1,11,12,15,12,14,18,15,9,12,13,11,5,14,11,15,6,20,15,16,13,15,1,1,1,1,1,1,1,1,1,1,1,1225
Cody,Goloubef,Ottawa,Senators,9,15,0,0,0,0,0,1,1,13,14,14,14,14,14,9,8,11,14,14,6,15,12,15,7,14,13,14,14,13,1,1,1,1,1,1,1,1,1,1,1,811
Anders,Nilsson,Ottawa,Senators,8,1,0,0,0,0,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,14,15,15,15,15,16,13,13,14,15,685
Connor,Brown,Ottawa,Senators,7,16,0,0,0,0,0,1,1,15,15,15,14,15,13,6,14,12,14,15,14,6,14,14,10,11,16,7,15,14,1,1,1,1,1,1,1,1,1,1,1,964
Dylan,DeMelo,Ottawa,Senators,8,14,0,0,0,0,0,1,1,13,15,15,14,15,13,7,9,11,15,14,5,15,13,14,8,14,15,15,14,15,1,1,1,1,1,1,1,1,1,1,1,906
Vladislav,Namestnikov,Ottawa,Senators,8,14,0,0,0,0,0,1,1,16,14,14,15,14,13,7,12,14,15,15,15,7,14,14,12,14,14,8,14,16,1,1,1,1,1,1,1,1,1,1,1,984
Scott,Sabourin,Ottawa,Senators,20,17,0,0,0,0,0,1,1,12,11,16,12,13,16,16,16,12,12,12,11,6,12,14,9,16,12,7,12,11,1,1,1,1,1,1,1,1,1,1,1,1107
Chris,Tierney,Ottawa,Senators,6,13,0,0,0,0,0,1,1,14,13,14,14,14,14,6,14,12,16,15,15,6,15,13,15,11,15,7,15,15,1,1,1,1,1,1,1,1,1,1,1,944
Anthony,Duclair,Ottawa,Senators,8,13,0,0,0,0,0,1,1,16,16,15,15,16,13,7,15,16,14,16,17,8,15,12,11,12,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,1108
Jean-Gabriel,Pageau,Ottawa,Senators,9,15,0,0,0,0,0,1,1,16,16,13,15,16,12,7,12,15,14,16,15,7,13,15,15,14,17,8,14,17,1,1,1,1,1,1,1,1,1,1,1,1211
Mike,Reilly,Ottawa,Senators,7,12,0,0,0,0,0,1,1,15,15,14,15,15,14,6,9,12,14,16,6,16,13,13,7,12,14,11,12,14,1,1,1,1,1,1,1,1,1,1,1,845
Nikita,Zaitsev,Ottawa,Senators,7,14,0,0,0,0,0,1,1,15,15,15,15,16,15,7,8,11,12,14,6,16,10,15,7,14,14,15,16,15,1,1,1,1,1,1,1,1,1,1,1,1007
Thomas,Chabot,Ottawa,Senators,9,14,0,0,0,0,0,1,1,16,17,16,16,18,14,6,8,13,17,18,10,17,16,14,6,12,14,13,14,14,1,1,1,1,1,1,1,1,1,1,1,1381
Brady,Tkachuk,Ottawa,Senators,14,18,0,0,0,0,0,1,1,15,14,16,15,16,16,13,17,19,16,15,18,7,17,16,15,17,15,7,14,15,1,1,1,1,1,1,1,1,1,1,1,1816
Christian,Wolanin,Ottawa,Senators,6,14,0,0,0,0,0,1,1,15,14,14,15,14,13,6,8,12,14,14,9,16,13,14,6,12,13,12,13,13,1,1,1,1,1,1,1,1,1,1,1,785
Braydon,Coburn,Tampa Bay,Lightning,8,14,0,0,0,0,0,1,1,14,12,16,14,14,16,8,10,11,14,14,5,14,12,15,7,14,15,12,17,14,1,1,1,1,1,1,1,1,1,1,1,942
Victor,Hedman,Tampa Bay,Lightning,8,15,0,0,0,0,0,1,1,15,16,18,16,18,18,6,11,14,17,16,9,17,16,18,8,13,16,12,18,15,1,1,1,1,1,1,1,1,1,1,1,1739
Ryan,McDonagh,Tampa Bay,Lightning,7,15,0,0,0,0,0,1,1,15,18,18,16,17,15,6,9,11,15,16,7,17,13,15,8,13,16,15,16,15,1,1,1,1,1,1,1,1,1,1,1,1405
Curtis,McElhinney,Tampa Bay,Lightning,7,1,0,0,0,0,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,16,15,14,13,14,14,14,15,15,698
Kevin,Shattenkirk,Tampa Bay,Lightning,8,13,0,0,0,0,0,1,1,15,14,14,15,16,15,6,9,13,15,16,6,17,13,13,8,13,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1,992
Steven,Stamkos,Tampa Bay,Lightning,8,15,0,0,0,0,0,1,1,15,16,15,16,17,14,10,14,17,19,17,18,8,19,13,16,12,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,1646
Patrick,Maroon,Tampa Bay,Lightning,12,16,0,0,0,0,0,1,1,12,12,16,12,15,17,16,17,14,15,13,15,6,14,14,11,15,13,6,14,12,1,1,1,1,1,1,1,1,1,1,1,1123
Tyler,Johnson,Tampa Bay,Lightning,7,15,0,0,0,0,0,1,1,18,17,14,16,16,11,6,11,16,15,16,17,8,16,13,14,12,13,7,12,13,1,1,1,1,1,1,1,1,1,1,1,1214
Ondrej,Palat,Tampa Bay,Lightning,6,14,0,0,0,0,0,1,1,13,15,15,14,15,14,6,14,14,16,16,15,6,15,16,10,14,15,8,15,14,1,1,1,1,1,1,1,1,1,1,1,1074
Carter,Verhaeghe,Tampa Bay,Lightning,9,12,0,0,0,0,0,1,1,14,14,13,15,14,13,7,13,15,15,15,16,7,15,12,13,13,11,6,12,13,1,1,1,1,1,1,1,1,1,1,1,829
Yanni,Gourde,Tampa Bay,Lightning,10,15,0,0,0,0,0,1,1,15,16,16,16,15,12,8,12,16,16,16,16,8,16,15,13,12,15,7,12,13,1,1,1,1,1,1,1,1,1,1,1,1187
Cédric,Paquette,Tampa Bay,Lightning,13,16,0,0,0,0,0,1,1,13,12,14,13,13,15,9,15,13,12,12,15,6,12,14,15,18,14,9,13,14,1,1,1,1,1,1,1,1,1,1,1,976
Alex,Killorn,Tampa Bay,Lightning,9,16,0,0,0,0,0,1,1,13,13,14,13,16,15,7,15,15,15,14,15,7,15,17,11,13,15,7,13,16,1,1,1,1,1,1,1,1,1,1,1,1089
Nikita,Kucherov,Tampa Bay,Lightning,9,15,0,0,0,0,0,1,1,17,19,18,16,18,13,6,15,19,20,19,18,8,20,14,12,11,14,6,14,15,1,1,1,1,1,1,1,1,1,1,1,2106
Andrei,Vasilevskiy,Tampa Bay,Lightning,11,1,0,0,0,0,0,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,15,17,16,16,15,16,16,15,14,17,1107
Brayden,Point,Tampa Bay,Lightning,6,15,0,0,0,0,0,1,1,18,18,16,18,17,12,7,14,17,16,17,17,8,18,14,14,11,15,7,14,15,1,1,1,1,1,1,1,1,1,1,1,1653
Jan,Rutta,Tampa Bay,Lightning,7,14,0,0,0,0,0,1,1,14,13,15,13,15,14,6,8,11,14,15,7,16,13,15,6,11,14,12,14,14,1,1,1,1,1,1,1,1,1,1,1,826
Erik,Cernák,Tampa Bay,Lightning,12,14,0,0,0,0,0,1,1,13,11,15,14,15,15,9,10,13,14,14,7,16,12,18,6,18,17,14,15,16,1,1,1,1,1,1,1,1,1,1,1,1221
Anthony,Cirelli,Tampa Bay,Lightning,7,15,0,0,0,0,0,1,1,15,15,12,16,14,13,8,14,15,15,15,16,8,15,14,15,13,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,1067
Mikhail,Sergachev,Tampa Bay,Lightning,8,13,0,0,0,0,0,1,1,16,15,15,16,15,15,6,8,14,16,16,8,17,15,14,7,14,15,12,13,14,1,1,1,1,1,1,1,1,1,1,1,1123
Michael,Del Zotto,Anaheim,Ducks,7,12,0,0,0,0,0,1,1,14,14,14,14,15,14,6,8,12,14,15,6,16,12,12,6,18,15,14,12,15,1,1,1,1,1,1,1,1,1,1,1,945
Patrick,Eaves,Anaheim,Ducks,8,14,0,0,0,0,0,1,1,14,12,14,15,13,13,6,13,14,13,14,15,6,14,15,10,13,14,6,14,13,1,1,1,1,1,1,1,1,1,1,1,796
Ryan,Getzlaf,Anaheim,Ducks,9,14,0,0,0,0,0,1,1,13,12,14,14,16,16,7,16,13,18,16,15,6,16,14,15,14,14,8,15,14,1,1,1,1,1,1,1,1,1,1,1,1203
Adam,Henrique,Anaheim,Ducks,7,15,0,0,0,0,0,1,1,16,15,13,16,15,13,6,13,14,15,16,17,7,15,15,15,12,14,8,14,15,1,1,1,1,1,1,1,1,1,1,1,1139
Korbinian,Holzer,Anaheim,Ducks,13,16,0,0,0,0,0,1,1,13,13,16,14,14,16,10,9,11,12,13,5,14,10,15,7,18,14,15,15,13,1,1,1,1,1,1,1,1,1,1,1,1017
Ryan,Kesler,Anaheim,Ducks,9,14,0,0,0,0,0,1,1,11,12,14,14,15,15,11,16,13,12,14,14,5,13,15,16,14,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,937
Ryan,Miller,Anaheim,Ducks,8,1,0,0,0,0,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,15,15,14,15,16,15,14,16,12,15,787
Erik,Gudbranson,Anaheim,Ducks,16,17,0,0,0,0,0,1,1,12,12,16,13,15,18,10,10,10,12,12,7,16,10,16,6,17,15,14,16,15,1,1,1,1,1,1,1,1,1,1,1,1219
Nicolas,Deslauriers,Anaheim,Ducks,16,18,0,0,0,0,0,1,1,12,12,16,13,14,18,19,16,13,12,13,14,5,11,15,11,19,14,8,12,12,1,1,1,1,1,1,1,1,1,1,1,1404
Derek,Grant,Anaheim,Ducks,7,14,0,0,0,0,0,1,1,12,11,13,13,13,15,7,12,13,14,12,15,6,14,14,16,15,14,8,14,14,1,1,1,1,1,1,1,1,1,1,1,827
John,Gibson,Anaheim,Ducks,8,1,0,0,0,0,0,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,16,16,16,16,14,16,15,16,16,17,1120
Rickard,Rakell,Anaheim,Ducks,6,15,0,0,0,0,0,1,1,15,14,15,15,16,14,6,14,16,16,16,17,7,16,13,11,13,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,1178
Nick,Ritchie,Anaheim,Ducks,16,16,0,0,0,0,0,1,1,13,13,16,13,13,16,9,16,14,15,13,15,5,15,13,11,16,14,7,12,12,1,1,1,1,1,1,1,1,1,1,1,1066
Josh,Manson,Anaheim,Ducks,12,16,0,0,0,0,0,1,1,13,13,16,13,16,17,9,9,11,14,15,6,15,12,15,7,16,15,12,16,15,1,1,1,1,1,1,1,1,1,1,1,1103
Carter,Rowney,Anaheim,Ducks,6,15,0,0,0,0,0,1,1,13,15,14,14,13,14,6,15,11,14,12,14,5,13,14,15,17,15,8,13,15,1,1,1,1,1,1,1,1,1,1,1,940
Devin,Shore,Anaheim,Ducks,6,14,0,0,0,0,0,1,1,14,13,14,14,13,15,7,13,13,15,15,14,6,14,14,11,13,15,8,14,15,1,1,1,1,1,1,1,1,1,1,1,870
Jakob,Silfverberg,Anaheim,Ducks,7,13,0,0,0,0,0,1,1,14,14,13,15,16,15,6,14,15,14,16,16,7,15,18,9,12,16,8,15,17,1,1,1,1,1,1,1,1,1,1,1,1213
