{'first_name': 'Cameron', 'last_name': 'Gaunce', 'Team Name': 'Syracuse', 'Team Nickname': 'Crunch', 'Aggression': 12, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 14, 'Strength': 15, 'Fighting': 9, 'Screening': 8, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 8, 'Shooting Range': 13, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 15, 'Positioning': 12, 'Shot Blocking': 13, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 816}
{'first_name': 'Warren', 'last_name': 'Foegele', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 15, 'Balance': 14, 'Speed': 16, 'Stamina': 13, 'Strength': 14, 'Fighting': 6, 'Screening': 15, 'Getting Open': 14, 'Passing': 12, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 13, 'Faceoffs': 10, 'Hitting': 15, 'Positioning': 15, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 925}
{'first_name': 'Dougie', 'last_name': 'Hamilton', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 10, 'Bravery': 16, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 14, 'Balance': 17, 'Speed': 15, 'Stamina': 19, 'Strength': 17, 'Fighting': 7, 'Screening': 11, 'Getting Open': 16, 'Passing': 16, 'Puck Handling': 17, 'Shooting Accuracy': 12, 'Shooting Range': 19, 'Offensive Read': 15, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 14, 'Positioning': 15, 'Shot Blocking': 11, 'Stickchecking': 17, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1654}
{'first_name': 'Brock', 'last_name': 'McGinn', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 7, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 15, 'Strength': 14, 'Fighting': 8, 'Screening': 13, 'Getting Open': 15, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 14, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 15, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 926}
{'first_name': 'Petr', 'last_name': 'Mrázek', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 8, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 14, 'Goalie Stamina': 14, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 14, 'G Passing': 14, 'G Pokecheck': 14, 'Blocker': 14, 'Glove': 14, 'Rebound': 16, 'Recovery': 17, 'G Puckhandling': 16, 'Low Shots': 15, 'G Skating': 14, 'Reflexes': 16, 'TPE': 815}
{'first_name': 'Joel', 'last_name': 'Edmundson', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 14, 'Bravery': 17, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 16, 'Speed': 13, 'Stamina': 16, 'Strength': 17, 'Fighting': 9, 'Screening': 10, 'Getting Open': 12, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 6, 'Shooting Range': 16, 'Offensive Read': 11, 'Checking': 16, 'Faceoffs': 6, 'Hitting': 15, 'Positioning': 16, 'Shot Blocking': 15, 'Stickchecking': 17, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1223}
{'first_name': 'Jordan', 'last_name': 'Martinook', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 14, 'Strength': 15, 'Fighting': 7, 'Screening': 14, 'Getting Open': 14, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 14, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 16, 'Faceoffs': 11, 'Hitting': 16, 'Positioning': 16, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 953}
{'first_name': 'Trevor', 'last_name': 'van Riemsdyk', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 6, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 14, 'Balance': 16, 'Speed': 14, 'Stamina': 14, 'Strength': 14, 'Fighting': 6, 'Screening': 9, 'Getting Open': 11, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 6, 'Shooting Range': 16, 'Offensive Read': 11, 'Checking': 16, 'Faceoffs': 8, 'Hitting': 11, 'Positioning': 16, 'Shot Blocking': 14, 'Stickchecking': 15, 'Defensive Read': 17, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1006}
{'first_name': 'Jaccob', 'last_name': 'Slavin', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 6, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 16, 'Balance': 16, 'Speed': 16, 'Stamina': 18, 'Strength': 15, 'Fighting': 5, 'Screening': 9, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 7, 'Shooting Range': 16, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 8, 'Hitting': 12, 'Positioning': 16, 'Shot Blocking': 15, 'Stickchecking': 16, 'Defensive Read': 16, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1275}
{'first_name': 'Erik', 'last_name': 'Haula', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 15, 'Balance': 13, 'Speed': 16, 'Stamina': 15, 'Strength': 14, 'Fighting': 7, 'Screening': 13, 'Getting Open': 16, 'Passing': 15, 'Puck Handling': 16, 'Shooting Accuracy': 17, 'Shooting Range': 8, 'Offensive Read': 16, 'Checking': 14, 'Faceoffs': 15, 'Hitting': 13, 'Positioning': 13, 'Shot Blocking': 7, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1155}
{'first_name': 'Teuvo', 'last_name': 'Teräväinen', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 5, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 17, 'Balance': 16, 'Speed': 15, 'Stamina': 17, 'Strength': 13, 'Fighting': 6, 'Screening': 12, 'Getting Open': 15, 'Passing': 17, 'Puck Handling': 16, 'Shooting Accuracy': 16, 'Shooting Range': 8, 'Offensive Read': 17, 'Checking': 16, 'Faceoffs': 10, 'Hitting': 11, 'Positioning': 17, 'Shot Blocking': 6, 'Stickchecking': 14, 'Defensive Read': 17, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1404}
{'first_name': 'Ryan', 'last_name': 'Dzingel', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 7, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 16, 'Agility': 16, 'Balance': 15, 'Speed': 16, 'Stamina': 15, 'Strength': 14, 'Fighting': 7, 'Screening': 15, 'Getting Open': 15, 'Passing': 15, 'Puck Handling': 16, 'Shooting Accuracy': 17, 'Shooting Range': 8, 'Offensive Read': 16, 'Checking': 11, 'Faceoffs': 11, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1158}
{'first_name': 'Lucas', 'last_name': 'Wallmark', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 8, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 15, 'Balance': 15, 'Speed': 13, 'Stamina': 14, 'Strength': 13, 'Fighting': 6, 'Screening': 14, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 6, 'Offensive Read': 13, 'Checking': 15, 'Faceoffs': 15, 'Hitting': 13, 'Positioning': 15, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 901}
{'first_name': 'Haydn', 'last_name': 'Fleury', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 10, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 13, 'Balance': 15, 'Speed': 16, 'Stamina': 14, 'Strength': 15, 'Fighting': 7, 'Screening': 8, 'Getting Open': 12, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 6, 'Shooting Range': 14, 'Offensive Read': 10, 'Checking': 14, 'Faceoffs': 6, 'Hitting': 14, 'Positioning': 14, 'Shot Blocking': 15, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 853}
{'first_name': 'Sebastian', 'last_name': 'Aho', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 7, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 17, 'Agility': 18, 'Balance': 16, 'Speed': 17, 'Stamina': 17, 'Strength': 12, 'Fighting': 6, 'Screening': 15, 'Getting Open': 16, 'Passing': 17, 'Puck Handling': 17, 'Shooting Accuracy': 17, 'Shooting Range': 8, 'Offensive Read': 18, 'Checking': 13, 'Faceoffs': 14, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 15, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1581}
{'first_name': 'Brett', 'last_name': 'Pesce', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 6, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 15, 'Balance': 14, 'Speed': 14, 'Stamina': 16, 'Strength': 15, 'Fighting': 6, 'Screening': 8, 'Getting Open': 11, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 6, 'Shooting Range': 15, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 7, 'Hitting': 12, 'Positioning': 18, 'Shot Blocking': 14, 'Stickchecking': 16, 'Defensive Read': 19, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1183}
{'first_name': 'Andrei', 'last_name': 'Svechnikov', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 11, 'Bravery': 16, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 17, 'Agility': 17, 'Balance': 17, 'Speed': 16, 'Stamina': 16, 'Strength': 14, 'Fighting': 6, 'Screening': 15, 'Getting Open': 18, 'Passing': 17, 'Puck Handling': 17, 'Shooting Accuracy': 17, 'Shooting Range': 9, 'Offensive Read': 17, 'Checking': 14, 'Faceoffs': 10, 'Hitting': 15, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1592}
{'first_name': 'Martin', 'last_name': 'Necas', 'Team Name': 'Carolina', 'Team Nickname': 'Hurricanes', 'Aggression': 7, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 17, 'Agility': 16, 'Balance': 17, 'Speed': 17, 'Stamina': 16, 'Strength': 14, 'Fighting': 6, 'Screening': 13, 'Getting Open': 16, 'Passing': 16, 'Puck Handling': 17, 'Shooting Accuracy': 16, 'Shooting Range': 6, 'Offensive Read': 17, 'Checking': 11, 'Faceoffs': 14, 'Hitting': 12, 'Positioning': 14, 'Shot Blocking': 6, 'Stickchecking': 13, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1309}
{'first_name': 'Matt', 'last_name': 'Calvert', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 11, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 14, 'Balance': 14, 'Speed': 14, 'Stamina': 14, 'Strength': 14, 'Fighting': 15, 'Screening': 13, 'Getting Open': 15, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 14, 'Checking': 15, 'Faceoffs': 10, 'Hitting': 14, 'Positioning': 15, 'Shot Blocking': 8, 'Stickchecking': 14, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1030}
{'first_name': 'Ian', 'last_name': 'Cole', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 15, 'Bravery': 17, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 12, 'Balance': 16, 'Speed': 13, 'Stamina': 15, 'Strength': 16, 'Fighting': 10, 'Screening': 9, 'Getting Open': 11, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 6, 'Shooting Range': 14, 'Offensive Read': 12, 'Checking': 16, 'Faceoffs': 7, 'Hitting': 14, 'Positioning': 16, 'Shot Blocking': 16, 'Stickchecking': 14, 'Defensive Read': 16, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1126}
{'first_name': 'Erik', 'last_name': 'Johnson', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 16, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 15, 'Balance': 17, 'Speed': 15, 'Stamina': 17, 'Strength': 17, 'Fighting': 7, 'Screening': 10, 'Getting Open': 13, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 7, 'Shooting Range': 17, 'Offensive Read': 12, 'Checking': 16, 'Faceoffs': 8, 'Hitting': 14, 'Positioning': 15, 'Shot Blocking': 15, 'Stickchecking': 16, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1284}
{'first_name': 'Nazem', 'last_name': 'Kadri', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 15, 'Bravery': 16, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 15, 'Agility': 14, 'Balance': 15, 'Speed': 16, 'Stamina': 16, 'Strength': 13, 'Fighting': 10, 'Screening': 15, 'Getting Open': 16, 'Passing': 15, 'Puck Handling': 16, 'Shooting Accuracy': 17, 'Shooting Range': 7, 'Offensive Read': 16, 'Checking': 14, 'Faceoffs': 16, 'Hitting': 14, 'Positioning': 14, 'Shot Blocking': 6, 'Stickchecking': 13, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1344}
{'first_name': 'Colin', 'last_name': 'Wilson', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 5, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 12, 'Balance': 15, 'Speed': 13, 'Stamina': 14, 'Strength': 16, 'Fighting': 6, 'Screening': 14, 'Getting Open': 14, 'Passing': 14, 'Puck Handling': 15, 'Shooting Accuracy': 15, 'Shooting Range': 6, 'Offensive Read': 14, 'Checking': 15, 'Faceoffs': 13, 'Hitting': 12, 'Positioning': 12, 'Shot Blocking': 7, 'Stickchecking': 14, 'Defensive Read': 16, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 953}
{'first_name': 'Gabriel', 'last_name': 'Landeskog', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 8, 'Bravery': 17, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 15, 'Balance': 16, 'Speed': 16, 'Stamina': 17, 'Strength': 16, 'Fighting': 7, 'Screening': 17, 'Getting Open': 16, 'Passing': 16, 'Puck Handling': 15, 'Shooting Accuracy': 18, 'Shooting Range': 8, 'Offensive Read': 16, 'Checking': 14, 'Faceoffs': 15, 'Hitting': 14, 'Positioning': 14, 'Shot Blocking': 7, 'Stickchecking': 16, 'Defensive Read': 15, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 1545}
{'first_name': 'Mark', 'last_name': 'Barberio', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 8, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 11, 'Balance': 14, 'Speed': 13, 'Stamina': 15, 'Strength': 14, 'Fighting': 10, 'Screening': 9, 'Getting Open': 11, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 6, 'Shooting Range': 15, 'Offensive Read': 12, 'Checking': 16, 'Faceoffs': 8, 'Hitting': 12, 'Positioning': 16, 'Shot Blocking': 14, 'Stickchecking': 14, 'Defensive Read': 18, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 964}
{'first_name': 'Philipp', 'last_name': 'Grubauer', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 7, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 15, 'Goalie Stamina': 14, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 16, 'G Passing': 15, 'G Pokecheck': 16, 'Blocker': 16, 'Glove': 15, 'Rebound': 14, 'Recovery': 16, 'G Puckhandling': 14, 'Low Shots': 16, 'G Skating': 15, 'Reflexes': 17, 'TPE': 938}
{'first_name': 'Ryan', 'last_name': 'Graves', 'Team Name': 'Colorado', 'Team Nickname': 'Avalanche', 'Aggression': 11, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 15, 'Strength': 16, 'Fighting': 8, 'Screening': 10, 'Getting Open': 11, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 8, 'Shooting Range': 16, 'Offensive Read': 12, 'Checking': 14, 'Faceoffs': 7, 'Hitting': 15, 'Positioning': 14, 'Shot Blocking': 15, 'Stickchecking': 15, 'Defensive Read': 14, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 954}
